id,category,prefix,bg_ch,bg_text,sb_canto,sb_ch,sb_text,cci,name,full_name,url,date,location,year,month,day,month_Eng,mmm_dd,yy_mmm_dd,size,duration
19,Bg,BG 1.28,1,28,,,,,The Art of Preaching,BG 1.28 The Art of Preaching 22Jul1973_at_LON.mp3,https://mega.co.nz/#!fBERyKib!RtSEvCAPgyGo_KvBO9drCklQayaiItcKH938VkfQRGk,22-07-1973,LON,1973,7,22,Jul,Jul-22,73Jul22,17833642,36
20,Bg,BG 1.30,1,30,,,,,Expanded Selfishness,BG 1.30 Expanded Selfishness 23Jul1973_at_LON.mp3,https://mega.co.nz/#!7dl01IYA!FKFAacoaRBSTXqvbpAfiswFWVDQZnISeV_2ff981cC8,23-07-1973,LON,1973,7,23,Jul,Jul-23,73Jul23,13938886,28
21,Bg,BG 1.31,1,31,,,,,Immediate vs. Ultimate Good,BG 1.31 Immediate vs. Ultimate Good 24Jul1973_at_LON.mp3,https://mega.co.nz/#!3V9h1JCC!6hGrecZm--W_DKmIuKnrW28fyV8ymEZiHaRiLTe3Nf4,24-07-1973,LON,1973,7,24,Jul,Jul-24,73Jul24,15388167,31
22,Bg,BG 1.32,1,32,,,,,Shortcut to Spiritual Knowledge,BG 1.32 Shortcut to Spiritual Knowledge 25Jul1973_at_LON.mp3,https://mega.co.nz/#!WU100ZyA!uih6msnlqTqH90QwbtMlMBjWiKjLrBNdy4oJBhUk8lc,25-07-1973,LON,1973,7,25,Jul,Jul-25,73Jul25,17564278,36
23,Bg,BG 1.36,1,36,,,,,Devotee Has All Good Qualities,BG 1.36 Devotee Has All Good Qualities 26Jul1973_at_LON.mp3,https://mega.co.nz/#!KA1XTAZD!gtDkj7IhOs9k1TfrqCfiFs8bsy7JwmPbDSjiCNFWxpA,26-07-1973,LON,1973,7,26,Jul,Jul-26,73Jul26,17572216,36
24,Bg,BG 1.37,1,37,,,,,The Way to Save Society,BG 1.37 The Way to Save Society 27Jul1973_at_LON.mp3,https://mega.co.nz/#!uNNwDB4Z!Co1IbVTTOHcLznKMIMAUm7w2RQvsgRlTmV1tJILhGek,27-07-1973,LON,1973,7,27,Jul,Jul-27,73Jul27,11885250,24
25,Bg,BG 1.40,1,40,,,,,The Psychology of Chastity,BG 1.40 The Psychology of Chastity 28Jul1973_at_LON.mp3,https://mega.co.nz/#!yI0XhIyS!oVSWU1sCvc4uwFSXny8v0Pjnpm_cjjphHEnDS7P157E,28-07-1973,LON,1973,7,28,Jul,Jul-28,73Jul28,19296711,39
26,Bg,BG 1.41,1,41,,,,,Relief from Today's Hell,BG 1.41 Relief from Today's Hell 29Jul1973_at_LON.mp3,https://mega.co.nz/#!yR82EAiQ!u6XKHM0A5Lrcxb1xrnyc_27Qpd-0S1PnEejjZwJbFqs,29-07-1973,LON,1973,7,29,Jul,Jul-29,73Jul29,19008320,39
27,Bg,BG 1.43,1,43,,,,,There Is Only One Remedy,BG 1.43 There Is Only One Remedy 30Jul1973_at_LON.mp3,https://mega.co.nz/#!uZdj1AxL!upzR2IcqjRkBBf27iUC9Vj0sg54IgeSYNOz6KrtKcs4,30-07-1973,LON,1973,7,30,Jul,Jul-30,73Jul30,12463076,25
28,Bg,BG 1.44,1,44,,,,,Only Rascal Says Krishna Is Immoral,BG 1.44 Only Rascal Says Krishna Is Immoral 31Jul1973_at_LON.mp3,https://mega.co.nz/#!zVdQWZyQ!Q-VGWh9eGv41lX5Jqz7LvXs15TcW-kgoo6i9ZDSvkrc,31-07-1973,LON,1973,7,31,Jul,Jul-31,73Jul31,14552253,30
29,Bg,BG 1.45,1,45,,,,,Krishna's Order Is Final,BG 1.45 Krishna's Order Is Final 1Aug1973_at_LON.mp3,https://mega.co.nz/#!fcNhAQzI!OdE6qaqT8YBIBYYLdyxp8X9SX50d_gKy7oJUhbuqQKw,01-08-1973,LON,1973,8,1,Aug,Aug-01,73Aug1,13999915,28
30,Bg,BG 2.1,2,1,,,,,Why Krishna Gave Bhagavad-gita,BG 2.01 Why Krishna Gave Bhagavad-gita 6Dec1972_at_AHM.mp3,https://mega.co.nz/#!Td1wlBZa!s32gg2pVNwMISHLYq2cR_OAsVH2uuS0WY5LbSyOGFno,06-12-1972,AHM,1972,12,6,Dec,Dec-06,72Dec6,17704529,36
31,Bg,BG 2.1,2,1,,,,,Signs of Ignorance of Self,BG 2.01 Signs of Ignorance of Self 7Dec1972_at_AHM.mp3,https://mega.co.nz/#!DQMDlCCR!CB2f474h6PGLsXIGYwH0gb0eLMlFFHEfN8cPeTd5Vdk,07-12-1972,AHM,1972,12,7,Dec,Dec-07,72Dec7,14036495,28
32,Bg,BG 2.1,2,1,,,,,Who Is Krishna,BG 2.01 Who Is Krishna 16Jun1974_at_GER.mp3,https://mega.co.nz/#!3MsxBDJb!2xdSdZoZwLz6NAC9CObRHRWcetA5zz9wQllEA2xMUo0,16-06-1974,GER,1974,6,16,Jun,Jun-16,74Jun16,8277001,17
33,Bg,BG 2.1,2,1,,,,,When to Approach a Guru,BG 2.01 When to Approach a Guru 17Oct1975_at_JOH.mp3,https://mega.co.nz/#!3IER3aAa!_XSNruj1LbNP_YYdo_Q7GrEZ7CLVJXlPd2d9c-GcdsA,17-10-1975,JOH,1975,10,17,Oct,Oct-17,75Oct17,23512468,48
34,Bg,BG 2.1,2,1,,,,,The Missing Self-Understanding,BG 2.01 The Missing Self-Understanding 25Nov1968_at_LA.mp3,https://mega.co.nz/#!nRNDDJhS!R9Pt21vtbQ1osUFhkccefCcrBwprY5dpqYD6iDLsmKI,25-11-1968,LA,1968,11,25,Nov,Nov-25,68Nov25,32057022,66
35,Bg,BG 2.2,2,2,,,,,Classless Aryanism,BG 2.02 Classless Aryanism 11Dec1972_at_AHM.mp3,https://mega.co.nz/#!3cl2nTTI!uY6AExzBPyfxUGSRTnT4h5-6b9xI8K-tSNK2YjArwSg,11-12-1972,AHM,1972,12,11,Dec,Dec-11,72Dec11,20544529,42
36,Bg,BG 2.2,2,2,,,,,Becoming Spiritually Masterful,BG 2.02 Becoming Spiritually Masterful 3Aug1973_at_LON.mp3,https://mega.co.nz/#!TJlUlLQZ!KukQ5-YwtllZ2IY-03mN7sOTBETc_Puq5zDexuTCkGw,03-08-1973,LON,1973,8,3,Aug,Aug-03,73Aug3,11612118,23
37,Bg,BG 2.3,2,3,,,,,Special Senses Are Required,BG 2.03 Special Senses Are Required 4Aug1973_at_LON.mp3,https://mega.co.nz/#!mAURlZKL!ll8gtamOKcOywK9ULwtSuC5U1UKc5DhVq4Wgm700Uds,04-08-1973,LON,1973,8,4,Aug,Aug-04,73Aug4,15152438,31
38,Bg,BG 2.4,2,4,,,,,When to Reject Guru,BG 2.04 When to Reject Guru 5Aug1973_at_LON.mp3,https://mega.co.nz/#!CB0kkbgS!P5gSwZCaBCnSgzPQB_F2T7PU5Fsaa-Xvmm1bx5vonZQ,05-08-1973,LON,1973,8,5,Aug,Aug-05,73Aug5,12241556,25
39,Bg,BG 2.6,2,6,,,,,How to Utilize Fighting Spirit,BG 2.06 How to Utilize Fighting Spirit 6Aug1973_at_LON.mp3,https://mega.co.nz/#!SdkGgIoR!CYhOhjA9xw7K1Ai49FSena2bVjnQUpWlbkqQ-D6lib8,06-08-1973,LON,1973,8,6,Aug,Aug-06,73Aug6,17237430,35
40,Bg,BG 2.7,2,7,,,,,You Must Approach Krishna,BG 2.07 You Must Approach Krishna 7Aug1973_at_LON.mp3,https://mega.co.nz/#!SBtGVCCb!cw6aPDDiboilHowBAzy2UBcWKIUF17T0EagaGIeCHHQ,07-08-1973,LON,1973,8,7,Aug,Aug-07,73Aug7,17186434,35
41,Bg,BG 2.7,2,7,,,,,The Unavoidable Battle of Kuruksetra 1,BG 2.07 The Unavoidable Battle of Kuruksetra 1 2Mar1966_at_NY.mp3,https://mega.co.nz/#!PM9mQIyD!pvipSs9T1DF3zPPNHzUjcx9o2l2VNiCIIwQetvcO_WY,02-03-1966,NY,1966,3,2,Mar,Mar-02,66Mar2,25018179,51
42,Bg,BG 2.7,2,7,,,,,The Unavoidable Battle of Kuruksetra 2,BG 2.07 The Unavoidable Battle of Kuruksetra 2 2Mar1966_at_NY.mp3,https://mega.co.nz/#!vIlhlSxI!r1O5TGxReqScliwUda5RVmpE2Qak2EnYbMtRALPVcGo,02-03-1966,NY,1966,3,2,Mar,Mar-02,66Mar2,24535646,50
43,Bg,BG 2.7,2,7,,,,,The Unavoidable Battle of Kuruksetra 3,BG 2.07 The Unavoidable Battle of Kuruksetra 3 2Mar1966_at_NY.mp3,https://mega.co.nz/#!bRlEkAZQ!jhhcKHnYv-HMRtkN3ApqGVAgHud7HYv2AYtnGqSeDOo,02-03-1966,NY,1966,3,2,Mar,Mar-02,66Mar2,23672769,48
44,Bg,BG 2.8,2,8,,,,,Revive Our Relationship with Krishna,BG 2.08 Revive Our Relationship with Krishna 27Nov1968_at_LA.mp3,https://mega.co.nz/#!CB0Wwb5T!G4tb8BXImnmEST-qrATi9m0ca42Axa6JiehaH8RhFpA,27-11-1968,LA,1968,11,27,Nov,Nov-27,68Nov27,28737178,59
45,Bg,BG 2.8,2,8,,,,,Surpassing These Senses,BG 2.08 Surpassing These Senses 8Aug1973_at_LON.mp3,https://mega.co.nz/#!WQFUmRgS!2byu8jGGjO1ZNKHd_QQJLM8SXU6qxPNBDKHcqchAEMw,08-08-1973,LON,1973,8,8,Aug,Aug-08,73Aug8,14416408,29
46,Bg,BG 2.9,2,9,,,,,Satisfying the Senses ... and the Heart,BG 2.09 Satisfying the Senses ... and the Heart 15Aug1973_at_LON.mp3,https://mega.co.nz/#!3FVhVQaL!F-3PcIX11a_vJ4oDxWEVNjAlQ1sNgMZoOjlvGRmGuQM,15-08-1973,LON,1973,8,15,Aug,Aug-15,73Aug15,14755598,30
47,Bg,BG 2.10,2,10,,,,,"Arjuna, Playing the Role of a Rascal","BG 2.10 Arjuna, Playing the Role of a Rascal 16Aug1973_at_LON.mp3",https://mega.co.nz/#!2NkCySKA!6QjH4bTIrCwICxk9eo_9946B02mmoXfRqRLOro7Yi_s,16-08-1973,LON,1973,8,16,Aug,Aug-16,73Aug16,13960427,28
48,Bg,BG 2.11,2,11,,,,,Evolution-Darwinian or Divine,BG 2.11 Evolution-Darwinian or Divine 25Mar1976_at_DEL.mp3,https://mega.co.nz/#!3JkCVLba!28ThE2Ql9Mw3x-P5CpzcqF8pYbFg3BYjPhpM6VanT1c,25-03-1976,DEL,1976,3,25,Mar,Mar-25,76Mar25,19638812,40
49,Bg,BG 2.11,2,11,,,,,Lament for a Lump,BG 2.11 Lament for a Lump 1Oct1975_at_MAU.mp3,https://mega.co.nz/#!KcFnxCpQ!znlpMbMhsZfWIR8LKUxuzDIVpIMe9b7Hkbo0HSA2jpc,01-10-1975,MAU,1975,10,1,Oct,Oct-01,75Oct1,13548933,27
50,Bg,BG 2.11,2,11,,,,,Associate with Faithful,BG 2.11 Associate with Faithful 11Feb1975_at_MEX.mp3,https://mega.co.nz/#!HUdDVTAI!Pj_YD7Z5zfTY6JS2CRz0zFeHD2cSfWSvtCGQHa0zmcY,11-02-1975,MEX,1975,2,11,Feb,Feb-11,75Feb11,10231800,21
51,Bg,BG 2.11,2,11,,,,,The Fragrance of the Soul --etc,BG 2.11 The Fragrance of the Soul --etc 4Mar1966_at_NY.mp3,https://mega.co.nz/#!jBlWUDDY!v3xTdE8aaNH7KMAbO7FeeUHYH1b0x14fBaLh2D-qCh0,04-03-1966,NY,1966,3,4,Mar,Mar-04,66Mar4,13698805,28
52,Bg,BG 2.11,2,11,,,,,The Fragrance of the Soul-The Learning of the Fool,BG 2.11 The Fragrance of the Soul-The Learning of the Fool 4Mar1966_at_NY.mp3,https://mega.co.nz/#!WMEjxQqT!iSYBBYsU7FObVBpQWYSkO5xCn4g2Dc10nnSxS0qqqvc,04-03-1966,NY,1966,3,4,Mar,Mar-04,66Mar4,13827521,28
53,Bg,BG 2.12,2,12,,,,,Meaning of Dhira,BG 2.12 Meaning of Dhira 17Nov1972_at_HYD.mp3,https://mega.co.nz/#!6R92nB4S!ZW1sQ-fvSvRBFjnWOlE4zFo8m_wUfwVppz_ZnSO8VmQ,17-11-1972,HYD,1972,11,17,Nov,Nov-17,72Nov17,25547287,52
54,Bg,BG 2.12,2,12,,,,,The Minister of Defense Has Never Seen a Battlefield,BG 2.12 The Minister of Defense Has Never Seen a Battlefield 12Dec1976_at_HYD.mp3,https://mega.co.nz/#!SZlSgSwC!LpAgIMkXlA9iX3I2LqUoX2kuiBzjbKmT82K98ti94IE,12-12-1976,HYD,1976,12,12,Dec,Dec-12,76Dec12,9556413,19
55,Bg,BG 2.12,2,12,,,,,What Abortionists Don't Know,BG 2.12 What Abortionists Don't Know 18Aug1973_at_LON.mp3,https://mega.co.nz/#!HAFgHQzD!ILE7YtwNL27JScVmc50C6sMXiXZD2aCCOUnkRyrYrX0,18-08-1973,LON,1973,8,18,Aug,Aug-18,73Aug18,15294336,31
56,Bg,BG 2.12,2,12,,,,,Don't Be Animalistic Scholar,BG 2.12 Don't Be Animalistic Scholar 12Feb1975_at_MEX.mp3,https://mega.co.nz/#!WdkkgChT!gcgV_JguMDDhTACvxeUbWLMtxGRZnTONrmrr0O23Kmc,12-02-1975,MEX,1975,2,12,Feb,Feb-12,75Feb12,10727923,22
57,Bg,BG 2.12,2,12,,,,,God Is Individual Person,BG 2.12 God Is Individual Person 9Mar1966_at_NY.mp3,https://mega.co.nz/#!bZMkWC6L!s9sjK5GbuzfWv1h3dypY-HabWAIh9Hi1_z_Vy3seRSw,09-03-1966,NY,1966,3,9,Mar,Mar-09,66Mar9,22036436,45
58,Bg,BG 2.13,2,13,,,,,We Must Surrender-God or Dog,BG 2.13 We Must Surrender-God or Dog 18Jun1974_at_GER.mp3,https://mega.co.nz/#!fZ8QWbLR!keJd7e7QTbvzevS14OAAjW03Ay3SaphScB8_CUZFkfE,18-06-1974,GER,1974,6,18,Jun,Jun-18,74Jun18,12471860,25
59,Bg,BG 2.13,2,13,,,,,We Are All Servants,BG 2.13 We Are All Servants 18Nov1972_at_HYD.mp3,https://mega.co.nz/#!GFMHwJhJ!CAmSl9YhGcrXfXs5ELM4icKbCHqAi-OlXOv7g-iYzxc,18-11-1972,HYD,1972,11,18,Nov,Nov-18,72Nov18,15625984,32
60,Bg,BG 2.13,2,13,,,,,Not One Became Devotee,BG 2.13 Not One Became Devotee 19Nov1972_at_HYD.mp3,https://mega.co.nz/#!nQl3mbqR!QO_GsD93A-EN2W66WKxQ3ol718VN8__aAqEbd5h5rng,19-11-1972,HYD,1972,11,19,Nov,Nov-19,72Nov19,21676364,44
61,Bg,BG 2.13,2,13,,,,,Staying Undisturbed in Distress,BG 2.13 Staying Undisturbed in Distress 29Nov1968_at_LA.mp3,https://mega.co.nz/#!zNcA0YqC!F9nZgIWBOj2pxgQFrxPaO3ufzkN2tYbIdw90sO1JXt0,29-11-1968,LA,1968,11,29,Nov,Nov-29,68Nov29,28013476,57
62,Bg,BG 2.13,2,13,,,,,The First Lesson-Not This Body,BG 2.13 The First Lesson-Not This Body 14Apr1973_at_LA.mp3,https://mega.co.nz/#!bE103QpS!RR017s5UcVSp7K9n2tO6JVKCFu4MHfHDu4ibuVlVPdE,14-04-1973,LA,1973,4,14,Apr,Apr-14,73Apr14,10371207,21
63,Bg,BG 2.13,2,13,,,,,I Am Not This Cage,BG 2.13 I Am Not This Cage 19Aug1973_at_LON.mp3,https://mega.co.nz/#!OVtVkZ6S!SuWs7_SPgj4xN-JiKWsfjwD5x6ttihNImrx0HWrchfE,19-08-1973,LON,1973,8,19,Aug,Aug-19,73Aug19,14568331,30
64,Bg,BG 2.13,2,13,,,,,A Disturbed Mind Is Due to Ignorance,BG 2.13 A Disturbed Mind Is Due to Ignorance 11Mar1966_at_NY.mp3,https://mega.co.nz/#!DUdFVIZL!b6A9bX6QMms2TM9jZPGCwXsWuJ68ZJh7ApCXjWGodHg,11-03-1966,NY,1966,3,11,Mar,Mar-11,66Mar11,27599902,56
65,Bg,BG 2.13,2,13,,,,,Hear from the Authority-Krishna,BG 2.13 Hear from the Authority-Krishna 8Sep1972_at_PIT.mp3,https://mega.co.nz/#!CR1XXJRD!4vTL0c1yaGDqalkzxdA20aYOJJC3wK4tAUc5XnnJL7w,08-09-1972,PIT,1972,9,8,Sep,Sep-08,72Sep8,19184711,39
66,Bg,BG 2.14,2,14,,,,,Our Real Business,BG 2.14 Our Real Business 21Jun1974_at_GER.mp3,https://mega.co.nz/#!bQdkTCrB!Bps3yfgkySeYA70hRIhyDmT5t-d2kGg4curL9MAbOVA,21-06-1974,GER,1974,6,21,Jun,Jun-21,74Jun21,14424345,29
67,Bg,BG 2.14,2,14,,,,,The Skin Disease,BG 2.14 The Skin Disease 20Aug1973_at_LON.mp3,https://mega.co.nz/#!XJUwwCCS!6IpPuwfGmOhQ3vODQGlJtrtE_ublWeqxVe6Sow3DSho,20-08-1973,LON,1973,8,20,Aug,Aug-20,73Aug20,16778288,34
68,Bg,BG 2.14,2,14,,,,,Forbearance to Cure the Body,BG 2.14 Forbearance to Cure the Body 14Feb1975_at_MEX.mp3,https://mega.co.nz/#!6QNAHYyJ!ekxAkneDpK5wZ9hAVjT3ioezidEKBveBxIcxyRdyKvc,14-02-1975,MEX,1975,2,14,Feb,Feb-14,75Feb14,12970279,26
69,Bg,BG 2.15,2,15,,,,,I Am Not This Dream,BG 2.15 I Am Not This Dream 21Nov1972_at_HYD.mp3,https://mega.co.nz/#!uZMT2DzL!HdOI-9JCeTHhW1yxtUzvb3_f97dMKPUU6wOV0aK0vA4,21-11-1972,HYD,1972,11,21,Nov,Nov-21,72Nov21,17455182,36
70,Bg,BG 2.15,2,15,,,,,Don't Cheat Others,BG 2.15 Don't Cheat Others 21Aug1973_at_LON.mp3,https://mega.co.nz/#!TI8DzBrL!IGqsLssCRKSKWSgysvxdaJlAYDMY6xEKCV15WC0MhHQ,21-08-1973,LON,1973,8,21,Aug,Aug-21,73Aug21,16746316,34
71,Bg,BG 2.15,2,15,,,,,Immortality... or Itching,BG 2.15 Immortality... or Itching 15Feb1975_at_MEX.mp3,https://mega.co.nz/#!KdFEiQyJ!2zCD5jSbET9vUJAhDrgSWb100WXHd1zv7GgRwN5iERc,15-02-1975,MEX,1975,2,15,Feb,Feb-15,75Feb15,10648304,21
72,Bg,BG 2.16,2,16,,,,,Nonexistent and Existent,BG 2.16 Nonexistent and Existent 22Aug1973_at_LON.mp3,https://mega.co.nz/#!nZ9jFRyR!433UMo6OCzstazr1S4KxsGq6X9SaFycY9g0f6bGQFeA,22-08-1973,LON,1973,8,22,Aug,Aug-22,73Aug22,16848931,34
73,Bg,BG 2.16,2,16,,,,,Any Understanding of God,BG 2.16 Any Understanding of God 16Feb1975_at_MEX.mp3,https://mega.co.nz/#!XRki1biB!Rc3sckBX3MFWJNHG0qJNHadLbfPvVyGx9h1VzoHmi14,16-02-1975,MEX,1975,2,16,Feb,Feb-16,75Feb16,13700450,28
74,Bg,BG 2.17,2,17,,,,,Material Body Is Dead Body,BG 2.17 Material Body Is Dead Body 22Nov1972_at_HYD.mp3,https://mega.co.nz/#!aBUjCDDL!jKb-q1w11fsdQWp1nF8J80US-DcIkAwlQBBeGs6hSGI,22-11-1972,HYD,1972,11,22,Nov,Nov-22,72Nov22,12916988,26
75,Bg,BG 2.17,2,17,,,,,We Are Individuals Eternally,BG 2.17 We Are Individuals Eternally 23Aug1973_at_LON.mp3,https://mega.co.nz/#!zMdQTQIa!TqfSwm4vd1-XcjUS7dsuRZqNoA7KpG7cOMWFAbBpolY,23-08-1973,LON,1973,8,23,Aug,Aug-23,73Aug23,15072400,31
76,Bg,BG 2.17,2,17,,,,,Don't Increase the Disease,BG 2.17 Don't Increase the Disease 17Feb1975_at_MEX.mp3,https://mega.co.nz/#!qEMQxQjI!v2FSnNVPCGhpWh6zUT75wOu-sfFD81_VKcd_InZp_A8,17-02-1975,MEX,1975,2,17,Feb,Feb-17,75Feb17,11422992,23
77,Bg,BG 2.18,2,18,,,,,Chant-Cleanse Your Brain,BG 2.18 Chant-Cleanse Your Brain 23Nov1972_at_HYD.mp3,https://mega.co.nz/#!LJllVAZZ!PvVs_9fAwmb9aJVpH2JEM2dGN-hqF2VZN5JqkB0bbIE,23-11-1972,HYD,1972,11,23,Nov,Nov-23,72Nov23,14857571,30
78,Bg,BG 2.18,2,18,,,,,The Soul Will Not Be Killed,BG 2.18 The Soul Will Not Be Killed 24Aug1973_at_LON.mp3,https://mega.co.nz/#!Pd83AAyR!5gH-F15CQP36BKJdCrqkW_IOB5bqOvJgCv86fnoQ6vU,24-08-1973,LON,1973,8,24,Aug,Aug-24,73Aug24,14393215,29
79,Bg,BG 2.19,2,19,,,,,Learning the Science of the Soul,BG 2.19 Learning the Science of the Soul 14Dec1968_at_LA.mp3,https://mega.co.nz/#!6QN0lB6a!2c-PFCIOkv7VmG1VZBnZe_LbTFHPDr51QM-HyrQPxIM,14-12-1968,LA,1968,12,14,Dec,Dec-14,68Dec14,32977788,68
